locality,property_type,area_sqft,age_years,metro_km,amenities,txn_year,price
"Vasant Kunj, Delhi",Builder Floor,844.0,25,3.7,"park-facing, gym, security, club",2022,12497000.0
"Dwarka, Delhi",Independent House,549.0,19,4.2,"park-facing, security, power backup, club",2020,3407000.0
Greater Noida West,Independent House,1176.0,9,4.6,"parking, gym",2021,4908000.0
"Janakpuri, Delhi",Flat / Apartment,992.0,25,1.2,"park-facing, security",2020,7269000.0
"Dwarka, Delhi",Flat / Apartment,1289.0,2,1.6,"lift, parking, gym, power backup",2022,9285000.0
"Sector 56, Gurugram",Independent House,1542.0,20,2.8,"park-facing, power backup",2022,15512000.0
"Rohini, Delhi",Flat / Apartment,1447.0,13,6.5,"parking, gym, security, power backup",2018,6227000.0
"Janakpuri, Delhi",Flat / Apartment,1321.0,21,9.3,"lift, park-facing, gym, power backup",2024,12140000.0
"Sector 62, Noida",Flat / Apartment,1776.0,2,1.2,"power backup, club",2018,9325000.0
"Sector 62, Noida",Builder Floor,1602.0,6,1.1,,2020,7812000.0
"Janakpuri, Delhi",Flat / Apartment,1218.0,8,0.6,"parking, park-facing",2023,10996000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1586.0,16,3.2,"parking, security, power backup",2018,11992000.0
"Indirapuram, Ghaziabad",Flat / Apartment,604.0,27,0.5,power backup,2020,2268000.0
"Saket, Delhi",Independent House,1779.0,27,2.9,power backup,2022,23177000.0
"Rohini, Delhi",Flat / Apartment,1310.0,19,3.0,"gym, power backup",2022,6207000.0
"Saket, Delhi",Builder Floor,760.0,3,5.8,"lift, park-facing, gym, security, power backup, club",2024,14053000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1113.0,23,1.1,"parking, security",2022,4749000.0
"Pitampura, Delhi",Flat / Apartment,1767.0,25,0.3,"parking, park-facing, power backup, club",2022,13346000.0
"Rohini, Delhi",Flat / Apartment,955.0,16,0.7,"lift, security, power backup",2019,4448000.0
"Saket, Delhi",Flat / Apartment,1485.0,1,1.7,security,2024,24451000.0
"Rohini, Delhi",Flat / Apartment,1695.0,5,1.0,"gym, club",2020,7634000.0
"Indirapuram, Ghaziabad",Independent House,1311.0,24,1.4,"lift, parking, park-facing, security, club",2019,6608000.0
"Janakpuri, Delhi",Flat / Apartment,911.0,4,3.7,"lift, power backup",2018,6030000.0
"Rohini, Delhi",Villa,1271.0,10,1.5,"park-facing, gym, security, club",2024,12131000.0
"Saket, Delhi",Flat / Apartment,666.0,22,1.6,power backup,2018,5297000.0
"Sector 56, Gurugram",Flat / Apartment,1080.0,4,2.5,"lift, security, power backup",2019,7885000.0
"Mayur Vihar, Delhi",Builder Floor,802.0,12,1.2,"lift, gym, power backup, club",2024,7758000.0
"Indirapuram, Ghaziabad",Independent House,1279.0,20,3.0,"lift, power backup, club",2022,7041000.0
"Rohini, Delhi",Flat / Apartment,729.0,14,3.8,"lift, parking",2022,3959000.0
"Rohini, Delhi",Flat / Apartment,1338.0,26,1.1,"lift, security, club",2018,4994000.0
"Rohini, Delhi",Builder Floor,1810.0,5,5.5,power backup,2020,10378000.0
"Janakpuri, Delhi",Flat / Apartment,1838.0,17,0.6,"park-facing, power backup, club",2023,16182000.0
"Sector 62, Noida",Builder Floor,740.0,10,0.7,"parking, security",2021,4101000.0
"Sector 56, Gurugram",Independent House,1000.0,16,1.6,"security, power backup, club",2018,9195000.0
"Saket, Delhi",Flat / Apartment,1684.0,3,0.7,"park-facing, gym, security",2022,23572000.0
"Sector 56, Gurugram",Independent House,1617.0,20,2.5,"lift, park-facing, power backup, club",2018,13596000.0
"Sector 56, Gurugram",Flat / Apartment,1023.0,6,8.8,"parking, park-facing, gym, club",2018,8290000.0
"Saket, Delhi",Independent House,1081.0,24,1.6,"gym, club",2019,13688000.0
"Sector 62, Noida",Villa,1337.0,26,,gym,2020,10665000.0
"Janakpuri, Delhi",Builder Floor,475.0,10,0.7,"parking, park-facing, gym, power backup",2021,4461000.0
"Rohini, Delhi",Villa,1536.0,21,10.0,"parking, park-facing",2022,11585000.0
"Janakpuri, Delhi",Independent House,1787.0,16,5.5,"lift, park-facing",2024,19502000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1125.0,25,4.2,"lift, park-facing, gym",2020,4184000.0
"Sector 62, Noida",Flat / Apartment,661.0,27,1.9,"parking, security, power backup, club",2020,3054000.0
"Vasant Kunj, Delhi",Flat / Apartment,1936.0,26,4.6,,2020,18136000.0
"Sector 62, Noida",Flat / Apartment,1399.0,7,3.2,"lift, gym, power backup, club",2021,8525000.0
"Janakpuri, Delhi",Builder Floor,1619.0,17,1.3,"lift, parking, park-facing, gym, security",2021,14745000.0
"Janakpuri, Delhi",Flat / Apartment,705.0,2,9.9,"lift, park-facing, gym, club",2019,5333000.0
"Dwarka, Delhi",Builder Floor,707.0,9,0.3,"gym, security",2023,5106000.0
"Sector 15, Faridabad",Flat / Apartment,1486.0,10,1.7,"parking, gym, power backup",2021,5576000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1762.0,14,1.1,"gym, security, power backup",2023,9034000.0
"Saket, Delhi",Flat / Apartment,792.0,24,0.1,parking,2018,7299000.0
"Mayur Vihar, Delhi",Villa,1254.0,0,,"lift, parking, gym, club",2022,15449000.0
"Indirapuram, Ghaziabad",Flat / Apartment,586.0,14,6.5,"lift, parking, gym, power backup, club",2024,2967000.0
"Pitampura, Delhi",Flat / Apartment,984.0,24,1.4,"parking, park-facing, security",2023,6235000.0
"Saket, Delhi",Flat / Apartment,1184.0,6,1.8,"lift, park-facing, gym",2020,13514000.0
"Sector 15, Faridabad",Villa,1520.0,24,1.5,"parking, security",2018,6498000.0
"Vasant Kunj, Delhi",Flat / Apartment,352.0,2,1.5,lift,2024,5760000.0
"Lajpat Nagar, Delhi",Builder Floor,1894.0,15,0.3,"parking, gym, security, power backup",2019,18138000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1223.0,29,,"parking, park-facing, gym, club",2021,10498000.0
Greater Noida West,Flat / Apartment,1882.0,11,3.0,"gym, security",2023,6150000.0
"Pitampura, Delhi",Builder Floor,1614.0,19,1.3,park-facing,2021,10345000.0
"Sector 62, Noida",Builder Floor,1684.0,5,3.8,"parking, park-facing",2019,10160000.0
Greater Noida West,Builder Floor,2209.0,12,6.6,"parking, gym, security, power backup, club",2023,8267000.0
"Sector 15, Faridabad",Flat / Apartment,948.0,2,0.3,"lift, parking",2019,3398000.0
Greater Noida West,Villa,1361.0,3,1.8,"lift, power backup, club",2024,8371000.0
Greater Noida West,Builder Floor,854.0,9,2.8,"lift, parking, park-facing, gym, power backup",2018,2420000.0
"Sector 15, Faridabad",Villa,1254.0,29,0.4,"lift, park-facing, power backup, club",2018,5710000.0
"Sector 15, Faridabad",Flat / Apartment,1624.0,28,5.5,"lift, park-facing, security, power backup",2021,5718000.0
"Sector 56, Gurugram",Flat / Apartment,1807.0,1,3.5,"lift, parking, park-facing, club",2020,15864000.0
"Dwarka, Delhi",Flat / Apartment,1128.0,2,3.5,"lift, power backup",2021,6835000.0
"Dwarka, Delhi",Independent House,758.0,20,5.5,"lift, parking, park-facing, gym, club",2021,5353000.0
"Indirapuram, Ghaziabad",Builder Floor,1333.0,28,1.8,"lift, parking, park-facing, club",2019,5822000.0
"Lajpat Nagar, Delhi",Flat / Apartment,917.0,15,1.8,"lift, gym, security, power backup",2020,8236000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1040.0,15,2.2,"power backup, club",2020,3959000.0
"Sector 15, Faridabad",Flat / Apartment,1602.0,18,2.9,"lift, park-facing, gym, power backup",2024,6176000.0
"Sector 56, Gurugram",Flat / Apartment,1519.0,13,3.1,"lift, security, club",2024,14006000.0
"Sector 62, Noida",Independent House,1675.0,22,0.9,"lift, gym, security, power backup",2021,11905000.0
"Vasant Kunj, Delhi",Flat / Apartment,1148.0,3,0.7,security,2019,13834000.0
"Janakpuri, Delhi",Flat / Apartment,1754.0,1,3.3,"parking, park-facing, power backup, club",2021,16440000.0
"Sector 15, Faridabad",Flat / Apartment,1306.0,2,3.1,"lift, park-facing, gym, security, club",2020,4507000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1172.0,6,4.6,"lift, park-facing, club",2018,4306000.0
"Saket, Delhi",Villa,806.0,16,4.0,"parking, power backup, club",2020,12946000.0
"Sector 15, Faridabad",Flat / Apartment,360.0,7,0.5,"parking, security",2020,1458000.0
"Pitampura, Delhi",Villa,596.0,17,0.7,"lift, parking, park-facing, gym, security, club",2021,6448000.0
"Indirapuram, Ghaziabad",Builder Floor,1397.0,0,1.0,"lift, gym, security",2023,9312000.0
"Pitampura, Delhi",Builder Floor,892.0,13,2.5,gym,2023,6960000.0
"Mayur Vihar, Delhi",Flat / Apartment,560.0,4,5.2,"parking, park-facing, gym",2024,5025000.0
"Saket, Delhi",Builder Floor,1111.0,8,2.5,"lift, park-facing, security, power backup, club",2024,18222000.0
"Lajpat Nagar, Delhi",Builder Floor,1426.0,19,,"parking, gym, club",2019,12674000.0
"Sector 62, Noida",Flat / Apartment,1487.0,0,0.7,"lift, parking, power backup, club",2020,8233000.0
"Indirapuram, Ghaziabad",Independent House,1287.0,23,1.9,"lift, parking, security",2019,5688000.0
"Dwarka, Delhi",Flat / Apartment,1273.0,8,3.5,"lift, security, club",2020,6812000.0
"Rohini, Delhi",Flat / Apartment,1058.0,25,1.6,"parking, security, club",2023,5477000.0
"Sector 62, Noida",Flat / Apartment,1585.0,21,1.4,"parking, park-facing, security, power backup",2022,8499000.0
"Janakpuri, Delhi",Builder Floor,1220.0,27,4.4,"lift, security",2023,10529000.0
Greater Noida West,Flat / Apartment,1266.0,18,3.0,"gym, security",2024,4566000.0
"Rohini, Delhi",Flat / Apartment,1767.0,12,4.0,"lift, parking",2024,10415000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1656.0,4,1.1,"lift, parking, park-facing, gym, security",2018,14434000.0
"Rohini, Delhi",Flat / Apartment,1217.0,2,6.3,"security, power backup, club",2020,6072000.0
"Sector 62, Noida",Flat / Apartment,1153.0,23,1.3,"gym, security",2024,7539000.0
Greater Noida West,Independent House,1149.0,19,1.7,"lift, power backup",2020,4110000.0
"Saket, Delhi",Flat / Apartment,390.0,4,,"lift, parking, park-facing, gym, power backup, club",2023,6704000.0
"Lajpat Nagar, Delhi",Villa,1794.0,2,1.3,"parking, park-facing, club",2021,30927000.0
"Indirapuram, Ghaziabad",Builder Floor,992.0,23,2.7,"lift, park-facing, gym, security, power backup, club",2021,4385000.0
"Rohini, Delhi",Independent House,1685.0,1,2.7,,2020,10234000.0
"Sector 15, Faridabad",Villa,1319.0,15,1.8,"lift, parking, park-facing, power backup",2022,7578000.0
Greater Noida West,Flat / Apartment,1926.0,9,2.8,"park-facing, security",2018,5883000.0
"Dwarka, Delhi",Builder Floor,1538.0,21,1.5,"lift, gym, club",2024,10801000.0
"Dwarka, Delhi",Flat / Apartment,1710.0,1,3.0,"lift, security",2023,11424000.0
"Sector 56, Gurugram",Flat / Apartment,1034.0,2,3.5,"lift, parking, security",2019,6927000.0
"Rohini, Delhi",Flat / Apartment,722.0,4,2.2,"lift, gym, security, club",2022,4368000.0
"Pitampura, Delhi",Builder Floor,1366.0,22,3.8,"gym, security, power backup",2024,10294000.0
"Rohini, Delhi",Independent House,437.0,21,1.1,"parking, gym, security, power backup",2018,2181000.0
"Pitampura, Delhi",Flat / Apartment,1089.0,21,2.2,"lift, park-facing, power backup",2019,5772000.0
"Lajpat Nagar, Delhi",Builder Floor,765.0,17,6.9,"parking, gym, security",2021,8187000.0
"Sector 62, Noida",Flat / Apartment,922.0,5,2.2,"parking, park-facing",2024,6581000.0
Greater Noida West,Flat / Apartment,1568.0,6,1.9,"power backup, club",2018,4317000.0
"Pitampura, Delhi",Flat / Apartment,1538.0,4,0.8,"parking, gym, club",2018,9562000.0
"Sector 56, Gurugram",Builder Floor,1227.0,3,1.2,"parking, park-facing, club",2020,12153000.0
"Mayur Vihar, Delhi",Flat / Apartment,1444.0,22,2.1,"park-facing, gym, security, power backup",2022,10074000.0
"Sector 15, Faridabad",Flat / Apartment,1057.0,13,4.4,"park-facing, gym, power backup, club",2022,3616000.0
"Vasant Kunj, Delhi",Flat / Apartment,2392.0,12,3.7,park-facing,2018,28534000.0
"Vasant Kunj, Delhi",Builder Floor,1435.0,4,1.0,"lift, park-facing, gym, security, club",2021,22806000.0
"Lajpat Nagar, Delhi",Independent House,1034.0,19,2.8,security,2021,9902000.0
"Sector 62, Noida",Flat / Apartment,1694.0,24,2.2,"lift, park-facing, gym, power backup, club",2021,9314000.0
Greater Noida West,Builder Floor,1858.0,0,2.3,"park-facing, security, power backup",2018,6177000.0
"Vasant Kunj, Delhi",Builder Floor,952.0,27,3.5,park-facing,2021,11798000.0
"Dwarka, Delhi",Flat / Apartment,662.0,5,3.2,"parking, club",2018,3242000.0
"Mayur Vihar, Delhi",Flat / Apartment,751.0,27,3.1,"parking, park-facing, gym, power backup, club",2021,5703000.0
"Mayur Vihar, Delhi",Villa,999.0,22,3.2,"lift, parking, park-facing, security, power backup",2023,11261000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1276.0,26,0.3,"lift, park-facing, security",2018,9912000.0
"Saket, Delhi",Flat / Apartment,567.0,5,7.1,"parking, park-facing, security",2024,8854000.0
Greater Noida West,Independent House,1112.0,16,2.3,"parking, security",2022,5431000.0
Greater Noida West,Independent House,1206.0,2,3.6,"lift, park-facing",2022,5191000.0
"Sector 62, Noida",Builder Floor,1446.0,13,4.4,"lift, park-facing, security, club",2021,8377000.0
"Mayur Vihar, Delhi",Independent House,1575.0,5,1.4,"security, power backup, club",2023,18860000.0
"Vasant Kunj, Delhi",Flat / Apartment,1481.0,2,2.0,"parking, security, club",2019,18256000.0
"Janakpuri, Delhi",Independent House,2106.0,24,4.4,"lift, security, power backup",2019,15477000.0
"Rohini, Delhi",Flat / Apartment,1792.0,22,5.3,parking,2021,8456000.0
"Vasant Kunj, Delhi",Independent House,1400.0,10,2.2,gym,2022,24176000.0
"Janakpuri, Delhi",Flat / Apartment,863.0,12,0.5,"gym, security, club",2023,7972000.0
"Janakpuri, Delhi",Flat / Apartment,996.0,15,1.1,gym,2021,7283000.0
"Dwarka, Delhi",Flat / Apartment,657.0,18,1.5,"parking, security",2018,2528000.0
"Sector 15, Faridabad",Independent House,1369.0,17,2.7,"power backup, club",2023,6683000.0
"Vasant Kunj, Delhi",Flat / Apartment,1449.0,9,2.9,"park-facing, gym, security, power backup",2023,20565000.0
"Pitampura, Delhi",Independent House,1702.0,11,3.7,"lift, parking, security, power backup, club",2021,13787000.0
"Pitampura, Delhi",Flat / Apartment,1420.0,29,4.3,"lift, park-facing, gym, club",2018,6490000.0
"Pitampura, Delhi",Flat / Apartment,1774.0,2,0.1,"parking, gym, club",2024,15595000.0
"Indirapuram, Ghaziabad",Builder Floor,1784.0,12,,,2022,8161000.0
"Sector 62, Noida",Flat / Apartment,837.0,7,4.2,"lift, park-facing",2024,5617000.0
Greater Noida West,Builder Floor,1067.0,7,5.9,"park-facing, gym, security, club",2018,3303000.0
"Lajpat Nagar, Delhi",Villa,1295.0,4,3.0,"lift, security, power backup",2020,19487000.0
"Vasant Kunj, Delhi",Builder Floor,982.0,2,0.9,"parking, gym",2019,13981000.0
"Janakpuri, Delhi",Flat / Apartment,1191.0,27,2.5,"parking, gym, power backup, club",2023,11235000.0
"Mayur Vihar, Delhi",Flat / Apartment,1436.0,26,4.8,"lift, park-facing",2020,7864000.0
"Lajpat Nagar, Delhi",Independent House,1245.0,22,0.6,"power backup, club",2024,16779000.0
"Janakpuri, Delhi",Builder Floor,1300.0,27,0.9,club,2020,8459000.0
"Dwarka, Delhi",Independent House,876.0,24,0.9,"lift, park-facing, power backup",2020,5059000.0
"Mayur Vihar, Delhi",Flat / Apartment,1528.0,3,3.2,security,2022,12134000.0
"Sector 62, Noida",Builder Floor,1495.0,24,1.2,"parking, gym, club",2023,9798000.0
"Pitampura, Delhi",Flat / Apartment,957.0,24,0.1,"lift, parking, security",2020,5121000.0
Greater Noida West,Builder Floor,718.0,0,4.8,"parking, power backup",2018,2313000.0
"Sector 15, Faridabad",Independent House,1854.0,26,2.1,"lift, security, club",2024,9181000.0
Greater Noida West,Independent House,2087.0,22,7.1,"parking, security",2020,8061000.0
"Dwarka, Delhi",Flat / Apartment,1406.0,29,3.6,"parking, gym",2018,5346000.0
Greater Noida West,Independent House,1137.0,14,2.2,"lift, gym, security, power backup, club",2022,5166000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1771.0,22,3.9,"lift, parking, gym, power backup",2023,18584000.0
"Janakpuri, Delhi",Flat / Apartment,1512.0,23,1.1,"lift, parking, park-facing, security",2020,10574000.0
"Janakpuri, Delhi",Builder Floor,1205.0,19,2.8,"parking, park-facing, club",2019,9150000.0
"Vasant Kunj, Delhi",Flat / Apartment,1736.0,28,2.8,"lift, gym",2024,21739000.0
Greater Noida West,Flat / Apartment,936.0,4,2.0,"lift, parking, park-facing, power backup",2024,3941000.0
"Sector 56, Gurugram",Builder Floor,989.0,10,0.7,"gym, security, power backup, club",2022,10243000.0
"Sector 15, Faridabad",Builder Floor,1464.0,2,2.7,"lift, parking, park-facing, club",2019,5773000.0
"Sector 15, Faridabad",Builder Floor,1351.0,18,2.6,,2021,5141000.0
"Janakpuri, Delhi",Flat / Apartment,1587.0,0,1.3,"lift, parking, gym, security, club",2022,16291000.0
"Sector 62, Noida",Builder Floor,1837.0,9,0.6,lift,2024,14225000.0
"Pitampura, Delhi",Flat / Apartment,601.0,22,1.2,"parking, security, power backup, club",2024,4934000.0
"Pitampura, Delhi",Flat / Apartment,1318.0,26,6.2,"parking, park-facing",2023,8190000.0
"Sector 62, Noida",Flat / Apartment,2155.0,6,1.4,"lift, park-facing",2022,12275000.0
"Sector 56, Gurugram",Builder Floor,1032.0,7,2.7,"park-facing, power backup",2019,9089000.0
Greater Noida West,Flat / Apartment,978.0,0,2.6,"security, club",2018,2767000.0
"Indirapuram, Ghaziabad",Flat / Apartment,350.0,10,1.9,"lift, park-facing, gym, club",2023,1784000.0
"Sector 56, Gurugram",Independent House,1346.0,21,6.4,"lift, park-facing, gym, power backup",2018,9982000.0
Greater Noida West,Independent House,1561.0,26,3.4,"lift, parking, gym",2021,5608000.0
"Dwarka, Delhi",Builder Floor,1560.0,12,3.1,"park-facing, power backup, club",2021,10542000.0
"Sector 62, Noida",Independent House,833.0,3,2.2,"lift, park-facing, gym, security, power backup",2019,5895000.0
"Janakpuri, Delhi",Villa,1296.0,9,1.4,"lift, park-facing, gym",2019,13440000.0
"Janakpuri, Delhi",Builder Floor,1400.0,14,2.3,gym,2024,14884000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1323.0,18,3.5,"parking, security, club",2023,6029000.0
"Vasant Kunj, Delhi",Builder Floor,807.0,17,4.0,"lift, power backup",2020,10236000.0
Greater Noida West,Independent House,1335.0,24,3.5,"lift, gym, security, power backup",2023,5561000.0
"Pitampura, Delhi",Builder Floor,933.0,17,0.3,"parking, gym, power backup",2018,6138000.0
"Lajpat Nagar, Delhi",Flat / Apartment,458.0,12,0.5,"lift, security",2019,4496000.0
"Lajpat Nagar, Delhi",Independent House,1607.0,3,1.8,security,2024,24827000.0
"Janakpuri, Delhi",Independent House,1363.0,28,0.5,"lift, power backup",2023,13151000.0
"Sector 15, Faridabad",Flat / Apartment,1566.0,1,1.0,power backup,2018,5237000.0
"Dwarka, Delhi",Villa,1059.0,9,0.8,"lift, parking, club",2019,9056000.0
"Pitampura, Delhi",Builder Floor,1582.0,12,1.9,,2021,11267000.0
"Indirapuram, Ghaziabad",Independent House,1760.0,26,2.2,"parking, park-facing",2020,8207000.0
"Pitampura, Delhi",Villa,2089.0,13,0.7,"lift, park-facing",2021,21580000.0
"Mayur Vihar, Delhi",Flat / Apartment,1666.0,12,5.2,"park-facing, gym",2023,12784000.0
"Lajpat Nagar, Delhi",Independent House,1473.0,28,2.8,"lift, security, power backup, club",2023,17741000.0
"Dwarka, Delhi",Flat / Apartment,679.0,10,2.1,"lift, gym, security, power backup, club",2023,5103000.0
"Sector 56, Gurugram",Independent House,1252.0,22,3.8,"parking, park-facing",2018,9313000.0
Greater Noida West,Independent House,660.0,0,2.1,"parking, gym, club",2021,3174000.0
"Pitampura, Delhi",Independent House,932.0,17,3.0,"parking, park-facing, security",2023,7437000.0
"Janakpuri, Delhi",Independent House,2180.0,21,1.4,security,2022,19875000.0
"Dwarka, Delhi",Independent House,840.0,6,1.1,"parking, park-facing, gym, security, club",2022,7167000.0
"Sector 15, Faridabad",Flat / Apartment,350.0,22,0.8,"park-facing, gym, power backup",2023,1234000.0
Greater Noida West,Flat / Apartment,1666.0,27,2.3,parking,2020,4132000.0
Greater Noida West,Flat / Apartment,997.0,1,2.7,"lift, parking, gym, power backup",2023,4425000.0
"Lajpat Nagar, Delhi",Independent House,1646.0,5,7.9,lift,2023,20926000.0
"Sector 56, Gurugram",Builder Floor,773.0,4,0.3,"lift, parking, park-facing, gym",2019,8294000.0
"Janakpuri, Delhi",Builder Floor,1108.0,28,2.1,"power backup, club",2019,7539000.0
"Vasant Kunj, Delhi",Flat / Apartment,1838.0,8,3.9,"gym, security, power backup",2020,21678000.0
"Saket, Delhi",Builder Floor,705.0,28,1.0,"parking, park-facing, gym, security, club",2024,11213000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1224.0,11,4.5,"park-facing, gym, security",2021,12053000.0
"Mayur Vihar, Delhi",Villa,1431.0,29,3.9,"power backup, club",2024,16288000.0
"Dwarka, Delhi",Independent House,976.0,16,4.7,"lift, parking, park-facing, power backup",2020,6106000.0
"Sector 62, Noida",Flat / Apartment,1409.0,8,3.1,"lift, club",2022,8742000.0
"Janakpuri, Delhi",Independent House,1307.0,15,1.1,gym,2024,15549000.0
Greater Noida West,Flat / Apartment,1541.0,4,,"lift, parking, park-facing, security, power backup",2020,5806000.0
"Vasant Kunj, Delhi",Flat / Apartment,2129.0,5,4.2,,2023,30147000.0
"Rohini, Delhi",Builder Floor,2504.0,18,1.2,"power backup, club",2020,12045000.0
"Lajpat Nagar, Delhi",Builder Floor,1508.0,22,0.5,"park-facing, gym, power backup",2024,19618000.0
"Sector 15, Faridabad",Flat / Apartment,1250.0,12,0.7,"parking, gym",2023,4675000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1498.0,25,3.5,lift,2023,14629000.0
"Sector 62, Noida",Flat / Apartment,1195.0,11,1.3,"parking, park-facing, gym, security, power backup",2019,6064000.0
"Indirapuram, Ghaziabad",Flat / Apartment,586.0,11,2.8,"parking, security, power backup, club",2024,3115000.0
"Vasant Kunj, Delhi",Flat / Apartment,1279.0,16,3.8,"lift, park-facing, security, club",2020,15838000.0
"Sector 56, Gurugram",Flat / Apartment,1787.0,11,1.5,park-facing,2020,13581000.0
"Saket, Delhi",Villa,641.0,20,0.9,"parking, park-facing, power backup",2021,11844000.0
"Lajpat Nagar, Delhi",Flat / Apartment,857.0,27,0.9,"gym, power backup",2022,7902000.0
"Vasant Kunj, Delhi",Flat / Apartment,1038.0,9,7.2,"lift, gym, power backup",2023,15261000.0
"Sector 56, Gurugram",Flat / Apartment,1468.0,14,1.0,"parking, park-facing, gym, security, power backup, club",2024,15396000.0
Greater Noida West,Flat / Apartment,2370.0,10,2.9,"lift, club",2019,6630000.0
"Vasant Kunj, Delhi",Independent House,936.0,17,4.0,"lift, parking, club",2023,16691000.0
"Vasant Kunj, Delhi",Flat / Apartment,1341.0,18,2.8,park-facing,2018,11663000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1303.0,13,1.9,"park-facing, power backup",2021,6403000.0
"Pitampura, Delhi",Villa,1164.0,2,2.1,"lift, park-facing",2024,15783000.0
"Pitampura, Delhi",Independent House,1279.0,27,,"gym, power backup",2023,9537000.0
"Sector 62, Noida",Flat / Apartment,1091.0,20,0.5,"park-facing, power backup",2024,6736000.0
"Dwarka, Delhi",Flat / Apartment,2534.0,21,3.2,"parking, security, power backup, club",2018,11106000.0
Greater Noida West,Independent House,1637.0,23,6.5,"gym, power backup",2021,6529000.0
"Lajpat Nagar, Delhi",Builder Floor,1095.0,0,0.0,"lift, parking, security",2018,10969000.0
"Sector 56, Gurugram",Villa,1833.0,26,1.2,"parking, security",2022,19862000.0
"Janakpuri, Delhi",Flat / Apartment,1416.0,2,2.1,gym,2019,10391000.0
"Sector 62, Noida",Independent House,1326.0,22,5.1,"lift, security",2019,7128000.0
"Mayur Vihar, Delhi",Flat / Apartment,1218.0,28,6.1,"lift, parking, park-facing, power backup, club",2020,7415000.0
"Saket, Delhi",Flat / Apartment,1187.0,15,0.2,power backup,2024,17611000.0
"Saket, Delhi",Independent House,751.0,21,3.7,,2020,9148000.0
Greater Noida West,Builder Floor,547.0,26,5.8,,2024,1838000.0
"Pitampura, Delhi",Flat / Apartment,1467.0,16,0.4,"security, power backup",2022,10845000.0
"Vasant Kunj, Delhi",Flat / Apartment,1214.0,14,3.0,"lift, club",2019,12464000.0
"Dwarka, Delhi",Independent House,1695.0,24,5.8,"park-facing, club",2019,9891000.0
"Dwarka, Delhi",Flat / Apartment,900.0,23,1.7,"parking, power backup",2023,4525000.0
Greater Noida West,Flat / Apartment,806.0,2,2.7,"parking, gym, power backup",2023,3552000.0
"Sector 15, Faridabad",Flat / Apartment,1649.0,1,1.6,security,2019,5356000.0
"Janakpuri, Delhi",Flat / Apartment,1167.0,21,3.0,"lift, parking, park-facing, power backup",2021,9298000.0
"Saket, Delhi",Independent House,1685.0,21,4.3,power backup,2021,20232000.0
"Janakpuri, Delhi",Flat / Apartment,1315.0,24,4.9,"lift, park-facing, security",2021,9210000.0
"Dwarka, Delhi",Flat / Apartment,2145.0,2,1.2,"parking, power backup",2020,11769000.0
"Mayur Vihar, Delhi",Builder Floor,1640.0,4,0.7,park-facing,2024,15821000.0
"Sector 56, Gurugram",Flat / Apartment,1484.0,0,3.0,"lift, club",2024,14715000.0
"Sector 15, Faridabad",Builder Floor,1660.0,8,3.5,"lift, gym, power backup, club",2020,6481000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1177.0,15,0.6,gym,2021,12324000.0
"Saket, Delhi",Independent House,561.0,10,1.8,,2024,9815000.0
"Dwarka, Delhi",Independent House,1462.0,3,5.6,"parking, security, club",2023,12185000.0
"Lajpat Nagar, Delhi",Independent House,2174.0,16,1.7,"gym, security, power backup, club",2021,27194000.0
"Mayur Vihar, Delhi",Flat / Apartment,350.0,9,4.6,"lift, gym",2022,2487000.0
"Rohini, Delhi",Independent House,1511.0,8,1.3,"lift, club",2023,10046000.0
"Sector 62, Noida",Builder Floor,609.0,23,4.6,"park-facing, gym, power backup",2021,2996000.0
"Janakpuri, Delhi",Flat / Apartment,1290.0,9,2.1,"park-facing, gym, club",2024,13514000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1336.0,16,1.8,"parking, park-facing, security, power backup",2022,6393000.0
"Pitampura, Delhi",Flat / Apartment,1636.0,2,2.2,"parking, gym",2020,12152000.0
"Saket, Delhi",Flat / Apartment,1395.0,22,1.1,"security, power backup, club",2018,13604000.0
"Rohini, Delhi",Flat / Apartment,1918.0,16,0.6,"lift, gym, club",2023,11111000.0
"Mayur Vihar, Delhi",Villa,1825.0,23,1.7,parking,2021,16881000.0
"Mayur Vihar, Delhi",Villa,1211.0,9,3.5,"parking, park-facing, gym",2022,14717000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1792.0,14,0.4,"lift, parking, gym, power backup",2019,7187000.0
Greater Noida West,Villa,1159.0,12,5.0,"parking, park-facing, gym, security, power backup, club",2024,7936000.0
"Saket, Delhi",Builder Floor,1082.0,29,1.8,"parking, power backup",2023,12556000.0
